GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-2),Winner(PlayerIdx)
-194714209,SushiGo,3,GAME_OVER,81,0,3,120,3,mctsPlayer,3,2,2,1,rheaPlayer,1,GroupAA MCTS Agent,mctsPlayer,46.0,54.0,57.0,rheaPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,2
-2069492797,SushiGo,3,GAME_OVER,81,0,3,121,3,GroupAA MCTS Agent,3,2,2,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,31.0,39.0,56.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
-1770987610,SushiGo,3,GAME_OVER,83,0,3,122,1,rheaPlayer,1,3,3,2,mctsPlayer,2,GroupAA MCTS Agent,rheaPlayer,49.0,36.0,48.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
803393950,SushiGo,3,GAME_OVER,81,0,3,123,2,rheaPlayer,2,3,3,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,43.0,32.0,54.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
729978769,SushiGo,3,GAME_OVER,81,0,3,124,2,GroupAA MCTS Agent,2,3,3,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,38.0,34.0,42.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
1696041272,SushiGo,3,GAME_OVER,82,0,3,125,1,mctsPlayer,1,2,2,3,GroupAA MCTS Agent,3,rheaPlayer,mctsPlayer,44.0,43.0,33.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,1
-820865651,SushiGo,3,GAME_OVER,82,0,3,126,1,rheaPlayer,1,3,3,2,mctsPlayer,2,GroupAA MCTS Agent,rheaPlayer,50.0,44.0,46.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
1274945941,SushiGo,3,GAME_OVER,82,0,3,127,1,rheaPlayer,1,2,2,3,mctsPlayer,3,GroupAA MCTS Agent,rheaPlayer,55.0,46.0,38.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
309225253,SushiGo,3,GAME_OVER,83,0,3,128,3,mctsPlayer,3,1,1,2,rheaPlayer,2,GroupAA MCTS Agent,mctsPlayer,37.0,52.0,46.0,rheaPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,0
-211487773,SushiGo,3,GAME_OVER,81,0,3,129,1,GroupAA MCTS Agent,1,2,2,3,mctsPlayer,3,rheaPlayer,GroupAA MCTS Agent,66.0,51.0,43.0,mctsPlayer,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,1
900850219,SushiGo,3,GAME_OVER,84,0,3,130,3,mctsPlayer,3,1,1,2,rheaPlayer,2,GroupAA MCTS Agent,mctsPlayer,22.0,58.0,43.0,rheaPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,0
656084288,SushiGo,3,GAME_OVER,81,0,3,131,1,rheaPlayer,1,3,3,2,mctsPlayer,2,GroupAA MCTS Agent,rheaPlayer,47.0,39.0,44.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
-654510776,SushiGo,3,GAME_OVER,84,0,3,132,2,mctsPlayer,2,1,1,3,GroupAA MCTS Agent,3,rheaPlayer,mctsPlayer,41.0,53.0,40.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,0
367540394,SushiGo,3,GAME_OVER,83,0,3,133,1,rheaPlayer,1,3,3,2,GroupAA MCTS Agent,2,mctsPlayer,rheaPlayer,50.0,46.0,46.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,1
157779522,SushiGo,3,GAME_OVER,82,0,3,134,3,GroupAA MCTS Agent,3,2,2,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,41.0,48.0,52.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
-742897131,SushiGo,3,GAME_OVER,82,0,3,135,2,GroupAA MCTS Agent,2,3,3,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,47.0,45.0,51.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
936541807,SushiGo,3,GAME_OVER,82,0,3,136,3,GroupAA MCTS Agent,3,1,1,2,rheaPlayer,2,mctsPlayer,GroupAA MCTS Agent,29.0,43.0,38.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,0
1110959865,SushiGo,3,GAME_OVER,82,0,3,137,2,GroupAA MCTS Agent,2,3,3,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,44.0,41.0,50.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
-492937223,SushiGo,3,GAME_OVER,81,0,3,138,1,rheaPlayer,1,3,3,2,GroupAA MCTS Agent,2,mctsPlayer,rheaPlayer,58.0,44.0,53.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,1
-1127983648,SushiGo,3,GAME_OVER,81,0,3,139,3,rheaPlayer,3,2,2,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,32.0,37.0,56.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
-650173733,SushiGo,3,GAME_OVER,81,0,3,140,3,GroupAA MCTS Agent,3,2,2,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,43.0,47.0,53.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
-1567683149,SushiGo,3,GAME_OVER,84,0,3,141,2,rheaPlayer,2,3,3,1,mctsPlayer,1,GroupAA MCTS Agent,rheaPlayer,53.0,46.0,54.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,2
968865470,SushiGo,3,GAME_OVER,82,0,3,142,1,mctsPlayer,1,2,2,3,GroupAA MCTS Agent,3,rheaPlayer,mctsPlayer,49.0,43.0,35.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,1
2002296535,SushiGo,3,GAME_OVER,82,0,3,143,1,rheaPlayer,1,2,2,3,mctsPlayer,3,GroupAA MCTS Agent,rheaPlayer,48.0,47.0,43.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
375451423,SushiGo,3,GAME_OVER,82,0,3,144,1,rheaPlayer,1,3,3,2,mctsPlayer,2,GroupAA MCTS Agent,rheaPlayer,56.0,33.0,50.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
-2103348381,SushiGo,3,GAME_OVER,82,0,3,145,1,rheaPlayer,1,3,3,2,mctsPlayer,2,GroupAA MCTS Agent,rheaPlayer,44.0,30.0,39.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
1342038375,SushiGo,3,GAME_OVER,84,0,3,146,2,GroupAA MCTS Agent,2,1,1,3,mctsPlayer,3,rheaPlayer,GroupAA MCTS Agent,45.0,53.0,35.0,mctsPlayer,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,0
1400281323,SushiGo,3,GAME_OVER,82,0,3,147,3,GroupAA MCTS Agent,3,2,2,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,40.0,45.0,51.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
-96507681,SushiGo,3,GAME_OVER,81,0,3,148,3,rheaPlayer,3,2,2,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,46.0,51.0,66.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
528391606,SushiGo,3,GAME_OVER,83,0,3,149,2,rheaPlayer,2,3,3,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,42.0,35.0,46.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
580954778,SushiGo,3,GAME_OVER,84,0,3,150,2,rheaPlayer,2,3,3,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,38.0,33.0,58.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
-638561184,SushiGo,3,GAME_OVER,82,0,3,151,1,rheaPlayer,1,3,3,2,GroupAA MCTS Agent,2,mctsPlayer,rheaPlayer,55.0,40.0,45.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,1
-41114663,SushiGo,3,GAME_OVER,82,0,3,152,3,rheaPlayer,3,2,2,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,40.0,41.0,47.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
-380019667,SushiGo,3,GAME_OVER,81,0,3,153,2,GroupAA MCTS Agent,2,3,3,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,44.0,41.0,51.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
-1450633361,SushiGo,3,GAME_OVER,82,0,3,154,2,GroupAA MCTS Agent,2,1,1,3,mctsPlayer,3,rheaPlayer,GroupAA MCTS Agent,41.0,50.0,34.0,mctsPlayer,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,0
640379295,SushiGo,3,GAME_OVER,82,0,3,155,1,rheaPlayer,1,3,3,2,mctsPlayer,2,GroupAA MCTS Agent,rheaPlayer,53.0,39.0,52.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
-1644944599,SushiGo,3,GAME_OVER,82,0,3,156,2,mctsPlayer,2,3,3,1,GroupAA MCTS Agent,1,rheaPlayer,mctsPlayer,45.0,44.0,47.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,2
1899022862,SushiGo,3,GAME_OVER,81,0,3,157,1,GroupAA MCTS Agent,1,3,3,2,mctsPlayer,2,rheaPlayer,GroupAA MCTS Agent,55.0,43.0,54.0,mctsPlayer,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,1
1155036243,SushiGo,3,GAME_OVER,84,0,3,158,2,mctsPlayer,2,1,1,3,rheaPlayer,3,GroupAA MCTS Agent,mctsPlayer,41.0,43.0,38.0,rheaPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,0
1174818378,SushiGo,3,GAME_OVER,84,0,3,159,1,GroupAA MCTS Agent,1,3,3,2,mctsPlayer,2,rheaPlayer,GroupAA MCTS Agent,54.0,39.0,46.0,mctsPlayer,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,1
60820168,SushiGo,3,GAME_OVER,83,0,3,160,2,mctsPlayer,2,1,1,3,GroupAA MCTS Agent,3,rheaPlayer,mctsPlayer,39.0,46.0,38.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,0
-1431110757,SushiGo,3,GAME_OVER,83,0,3,161,3,mctsPlayer,3,1,1,2,GroupAA MCTS Agent,2,rheaPlayer,mctsPlayer,33.0,41.0,38.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,0
906021935,SushiGo,3,GAME_OVER,83,0,3,162,3,GroupAA MCTS Agent,3,2,2,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,32.0,44.0,46.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
-1642764399,SushiGo,3,GAME_OVER,81,0,3,163,1,rheaPlayer,1,3,3,2,mctsPlayer,2,GroupAA MCTS Agent,rheaPlayer,53.0,32.0,44.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
1260479829,SushiGo,3,GAME_OVER,83,0,3,164,1,rheaPlayer,1,3,3,2,mctsPlayer,2,GroupAA MCTS Agent,rheaPlayer,62.0,43.0,53.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
1535167110,SushiGo,3,GAME_OVER,81,0,3,165,1,rheaPlayer,1,3,3,2,GroupAA MCTS Agent,2,mctsPlayer,rheaPlayer,46.0,34.0,43.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,1
-62706232,SushiGo,3,GAME_OVER,82,0,3,166,3,GroupAA MCTS Agent,3,1,1,2,rheaPlayer,2,mctsPlayer,GroupAA MCTS Agent,38.0,55.0,42.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,0
1844342211,SushiGo,3,GAME_OVER,82,0,3,167,1,mctsPlayer,1,3,3,2,GroupAA MCTS Agent,2,rheaPlayer,mctsPlayer,45.0,29.0,35.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,1
-1183809001,SushiGo,3,GAME_OVER,81,0,3,168,2,GroupAA MCTS Agent,2,3,3,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,47.0,46.0,49.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
-1216514653,SushiGo,3,GAME_OVER,83,0,3,169,3,mctsPlayer,3,1,1,2,rheaPlayer,2,GroupAA MCTS Agent,mctsPlayer,31.0,48.0,46.0,rheaPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,0
-1107139736,SushiGo,3,GAME_OVER,83,0,3,170,1,rheaPlayer,1,3,3,2,mctsPlayer,2,GroupAA MCTS Agent,rheaPlayer,45.0,37.0,38.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
2089678120,SushiGo,3,GAME_OVER,82,0,3,171,1,rheaPlayer,1,2,2,3,mctsPlayer,3,GroupAA MCTS Agent,rheaPlayer,54.0,36.0,32.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
1468444482,SushiGo,3,GAME_OVER,82,0,3,172,3,rheaPlayer,3,2,2,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,26.0,45.0,55.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
1833699295,SushiGo,3,GAME_OVER,83,0,3,173,1,GroupAA MCTS Agent,1,3,3,2,mctsPlayer,2,rheaPlayer,GroupAA MCTS Agent,55.0,36.0,39.0,mctsPlayer,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,1
-979959618,SushiGo,3,GAME_OVER,82,0,3,174,2,GroupAA MCTS Agent,2,1,1,3,mctsPlayer,3,rheaPlayer,GroupAA MCTS Agent,47.0,52.0,46.0,mctsPlayer,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,0
1229729805,SushiGo,3,GAME_OVER,83,0,3,175,2,rheaPlayer,2,3,3,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,45.0,41.0,46.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
-211626887,SushiGo,3,GAME_OVER,83,0,3,176,2,rheaPlayer,2,3,3,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,41.0,33.0,46.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
566737520,SushiGo,3,GAME_OVER,83,0,3,177,3,GroupAA MCTS Agent,3,1,1,2,rheaPlayer,2,mctsPlayer,GroupAA MCTS Agent,36.0,51.0,48.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,0
-608441598,SushiGo,3,GAME_OVER,82,0,3,178,2,mctsPlayer,2,1,1,3,GroupAA MCTS Agent,3,rheaPlayer,mctsPlayer,45.0,60.0,44.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,0
-946651617,SushiGo,3,GAME_OVER,83,0,3,179,3,GroupAA MCTS Agent,3,2,2,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,36.0,37.0,37.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
-782323308,SushiGo,3,GAME_OVER,84,0,3,180,3,GroupAA MCTS Agent,3,1,1,2,rheaPlayer,2,mctsPlayer,GroupAA MCTS Agent,38.0,60.0,51.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,0
1550042701,SushiGo,3,GAME_OVER,82,0,3,181,1,GroupAA MCTS Agent,1,3,3,2,mctsPlayer,2,rheaPlayer,GroupAA MCTS Agent,52.0,28.0,35.0,mctsPlayer,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,1
-1317486756,SushiGo,3,GAME_OVER,83,0,3,182,1,rheaPlayer,1,2,2,3,mctsPlayer,3,GroupAA MCTS Agent,rheaPlayer,51.0,47.0,46.0,mctsPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,1
735747324,SushiGo,3,GAME_OVER,81,0,3,183,1,mctsPlayer,1,2,2,3,GroupAA MCTS Agent,3,rheaPlayer,mctsPlayer,55.0,40.0,37.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,1
-86850142,SushiGo,3,GAME_OVER,85,0,3,184,1,GroupAA MCTS Agent,1,3,3,2,mctsPlayer,2,rheaPlayer,GroupAA MCTS Agent,68.0,42.0,47.0,mctsPlayer,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,1
-1271768864,SushiGo,3,GAME_OVER,83,0,3,185,1,GroupAA MCTS Agent,1,2,2,3,mctsPlayer,3,rheaPlayer,GroupAA MCTS Agent,56.0,51.0,48.0,mctsPlayer,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,1
-102646906,SushiGo,3,GAME_OVER,82,0,3,186,2,rheaPlayer,2,3,3,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,44.0,33.0,57.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
-57635321,SushiGo,3,GAME_OVER,83,0,3,187,2,mctsPlayer,2,1,1,3,rheaPlayer,3,GroupAA MCTS Agent,mctsPlayer,42.0,64.0,39.0,rheaPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,0
-631037391,SushiGo,3,GAME_OVER,81,0,3,188,3,GroupAA MCTS Agent,3,2,2,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,38.0,48.0,52.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
488218618,SushiGo,3,GAME_OVER,81,0,3,189,3,rheaPlayer,3,2,2,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,34.0,35.0,38.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
-1889858385,SushiGo,3,GAME_OVER,81,0,3,190,3,mctsPlayer,3,1,1,2,rheaPlayer,2,GroupAA MCTS Agent,mctsPlayer,36.0,55.0,45.0,rheaPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,0
-623671941,SushiGo,3,GAME_OVER,81,0,3,191,3,mctsPlayer,3,1,1,2,GroupAA MCTS Agent,2,rheaPlayer,mctsPlayer,38.0,54.0,40.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,0
187674316,SushiGo,3,GAME_OVER,82,0,3,192,2,mctsPlayer,2,1,1,3,GroupAA MCTS Agent,3,rheaPlayer,mctsPlayer,39.0,54.0,32.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,0
834216199,SushiGo,3,GAME_OVER,81,0,3,193,2,rheaPlayer,2,3,3,1,GroupAA MCTS Agent,1,mctsPlayer,rheaPlayer,40.0,31.0,45.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,2
1921493154,SushiGo,3,GAME_OVER,82,0,3,194,2,rheaPlayer,2,1,1,3,GroupAA MCTS Agent,3,mctsPlayer,rheaPlayer,47.0,50.0,44.0,GroupAA MCTS Agent,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,mctsPlayer,0
174782146,SushiGo,3,GAME_OVER,81,0,3,195,3,GroupAA MCTS Agent,3,2,2,1,rheaPlayer,1,mctsPlayer,GroupAA MCTS Agent,39.0,45.0,49.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,2
-87646011,SushiGo,3,GAME_OVER,82,0,3,196,2,mctsPlayer,2,1,1,3,GroupAA MCTS Agent,3,rheaPlayer,mctsPlayer,57.0,59.0,46.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,0
1609617282,SushiGo,3,GAME_OVER,82,0,3,197,3,GroupAA MCTS Agent,3,1,1,2,rheaPlayer,2,mctsPlayer,GroupAA MCTS Agent,40.0,50.0,47.0,rheaPlayer,mctsPlayer,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,0
1760171303,SushiGo,3,GAME_OVER,81,0,3,198,2,mctsPlayer,2,1,1,3,GroupAA MCTS Agent,3,rheaPlayer,mctsPlayer,47.0,53.0,40.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,0
-141553145,SushiGo,3,GAME_OVER,83,0,3,199,1,GroupAA MCTS Agent,1,2,2,3,mctsPlayer,3,rheaPlayer,GroupAA MCTS Agent,42.0,38.0,34.0,mctsPlayer,rheaPlayer,mctsPlayer,GroupAA MCTS Agent,rheaPlayer,1
1449143091,SushiGo,3,GAME_OVER,81,0,3,200,2,mctsPlayer,2,1,1,3,GroupAA MCTS Agent,3,rheaPlayer,mctsPlayer,41.0,45.0,40.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,0
-954296662,SushiGo,3,GAME_OVER,81,0,3,201,2,mctsPlayer,2,1,1,3,GroupAA MCTS Agent,3,rheaPlayer,mctsPlayer,41.0,56.0,40.0,GroupAA MCTS Agent,rheaPlayer,GroupAA MCTS Agent,mctsPlayer,rheaPlayer,0
